AccountNumber,Balance,AccountType,LinkedCustomerID
GB02NDNM69461344542531,60667.3,Savings,ae902a05-c078-4bd8-9500-24cd36674984
GB07YSNA35765870707445,58203.97,Business,4704072e-35e4-43ee-8a27-5fb603c1b5c3
GB10JSXN20542138665821,817483.19,Business,2697bff3-85f2-4f08-9336-e3229547c6c8
GB98EAFN14951732549794,572136.37,Savings,65d458b7-63c3-47dd-8550-8311d6b7081a
GB35YVVH78304979941428,415604.42,Checking,012c81fc-8626-469e-ae94-78ff6558420f
GB03OVAK16602030739853,382327.51,Checking,9c728e85-4a01-41ea-8e11-c312f0ed2e5a
GB46LWBC37081492260022,615300.84,Savings,f93ee0df-9be5-4836-b8db-3200b3ac3e2d
GB50ZYKP58377515603601,51139.45,Savings,9e2db57e-4553-4725-bc37-c4efee0bf3cc
GB51CIGN10342104127318,970785.37,Checking,eeaa4271-1eaf-43bf-b8b8-0a91d6f160fc
GB63ZCVJ96324356089333,415889.97,Business,93ceb1ab-d63d-45ce-ab55-250c950f913c
GB54KVIJ21672163928115,388272.19,Business,8002ab55-865a-4647-950d-428c5fb43e0a
GB23DHBY30459238998759,244135.74,Checking,bff24d0d-7222-40fd-b901-17bf6721ab3b
GB37MEOY76192233163913,659706.49,Savings,6cdb47ae-9f28-4b8c-82b1-ec60963cf6d0
GB94XYSB57833195394336,420810.8,Business,d8c1d20a-4540-4d3a-8ba8-163cbe1bdac4
GB43EBDE41303127526136,336663.62,Savings,ec605d18-92cc-41be-875b-f13cfc8ac32d
GB54NBIV61605489950198,835248.84,Business,d4560e69-8eae-4ca2-b0a4-ec00423b0708
GB88IOSS81297540391791,74892.28,Savings,071fe21c-f977-449a-b769-fdee66c2193f
GB59OYGU73950871393670,337350.69,Checking,25358e35-97f1-4ca3-a75c-5e83b36c5c64
GB53GGYA04488012166853,570024.34,Checking,7091e197-913a-4db0-b9fb-49c34c28aff9
GB95HJMJ88009827875457,808875.75,Savings,556a9daf-ceac-4bd4-8d36-a4b57f731d4a
GB81ILEE37706489790186,116884.22,Checking,4e2f6ebd-e483-4d73-9755-0b742b53caa3
GB08YCNA19809408489963,181821.73,Checking,cb4da89e-a290-4550-80b8-72057297c46e
GB94AKGY36314440141438,377240.73,Savings,4305db0f-43a2-499b-acc9-71a3cf3a2439
GB34JWVY06485247989025,302613.07,Business,36d9a11d-88e8-4bb5-ba6c-0e2637837dcf
GB54BLXK50448176116105,806844.0,Checking,d5c92063-b4de-4096-9055-c1ed4076fe8d
GB75QLUS42665382020665,538414.17,Business,f0d7d016-cf86-427b-b02a-ac515891b8bc
GB33NTQT18337461353091,617780.0,Savings,12e07194-fe02-4c79-80d8-0b686a7ce70b
GB30UWRO46104336608459,15059.83,Business,9e301e97-384e-406c-93bb-0c8ae79b1983
GB55QHOR05496018148064,505931.01,Checking,e08b9414-e2bb-4e29-a72f-0ab2a76b4e60
GB03RPPL81663817725222,543168.28,Checking,60062b69-83f6-46c9-b733-ef14c6c75efc
GB70NACD47616746854987,874132.33,Savings,a5111451-8bd3-4990-8a94-9d9a775fe5c1
GB39XJXV03056911957395,426662.57,Business,a331ce7d-d4e7-4a0d-a7af-e097f1915526
GB64OVCK53202878966978,462896.11,Business,52b9a9e8-debf-480d-a4fc-fe9326c5f4c2
GB56DUOB85179209405514,194415.88,Savings,fdcdcc74-e5a6-4227-8fad-16d831ab2574
GB05LGYA33666426432300,433472.32,Savings,26490adb-a7e4-4364-bf02-5f5a35b84f9d
GB33KOCT40745293610743,957848.59,Savings,fbafba35-3624-4791-a709-1b0e2631c2bb
GB93EIGQ62068364579913,365561.38,Checking,835beb8a-c44c-4e42-91ef-745dd99291da
GB69OLUR06265640649430,910606.99,Business,8a1d9319-aca0-4256-9fe0-5e0b9211ad35
GB53LQOS13884774473186,966255.35,Checking,f7c03b0f-f349-4c4e-ac29-f8a26b03636b
GB45XPVX07763771798088,132989.29,Business,9d120f0b-9f9c-45c2-ba09-23751884abe4
GB54XJDD22539585579530,206253.14,Checking,d8b63455-0625-4255-9263-da0231616c2a
GB59DKJA61822390252057,877145.8,Business,a7b52fbf-0f23-4bb0-a0e3-14aa7f3ce455
GB18WWUR17975650184803,931050.99,Savings,c571f31f-0fd7-4d76-bff2-bc538383e8e1
GB36YPXQ37142152336074,315419.23,Savings,a1a0bd79-3a67-4f53-af8a-1a3d3da1d93d
GB75SCYB93232489924820,215383.44,Savings,99401610-58e6-4613-b8ed-07fd4d9370da
GB41GUCO04863088309074,402154.89,Checking,f9fc4045-eb7c-49c8-ad4b-364400d399e2
GB74KUWK83587083032011,601036.51,Checking,2646412d-3988-4bca-8589-79907be2106f
GB02CHAD38129900549653,492897.99,Checking,9a8e95e4-d497-4f63-9831-e04821542cce
GB56JTIS43954154844270,221892.86,Savings,a0cfa3e0-1503-4f6f-a52a-6f4be86b11d9
GB10DJWG29724308340821,288808.9,Savings,fc872436-faa5-4f45-9eb1-7a5417848ee1
GB11MHQW53712706405328,409618.08,Business,9d30a06f-c4e5-469f-bfdc-e61421300a61
GB54FMOQ50502065902340,675919.69,Checking,e4c7eaf8-928d-4220-9b3f-ee2561918808
GB75ENVY70050326269761,341099.74,Business,d561fc79-a68b-4913-855f-57cea4f184e1
GB54JTGF33365530607755,576717.07,Business,ab6cb304-b2fd-4df2-98d6-cbcd7f207f18
GB44VRGI85435657321831,684965.93,Checking,f03134dc-4c73-46dc-ac66-4b05a9e7d8cd
GB15XHHG68746707181796,238480.51,Business,ee10417e-8e59-4a38-834d-5a51d24b40aa
GB96RDBN49251842628470,170051.69,Savings,cab53d36-dbf1-4d35-8f48-19f151c499dc
GB44DFKH45708829968006,920955.23,Savings,3ede9ef5-8054-45c0-a2a9-0bc3cb812772
GB09RHMK95060538255402,839407.65,Business,75999d4c-16d9-41eb-808e-b70936216620
GB84SKZB30517079870311,811745.07,Savings,fdc102a5-5b68-4944-bbdd-9fd00fbe7b84
GB50VIWR92182124372119,212574.03,Checking,0c8cecf7-6e6f-40b7-a9b7-e766bacd7d69
GB79BJCY43200896979899,194101.75,Business,fb719553-2048-414a-8fc9-0f12ee3aad8a
GB38QPKU82146131647931,226029.13,Checking,52114d23-0bb2-470a-9de9-378da53ac700
GB92QZAL94246129971856,370571.68,Checking,e33c18f6-ffe4-428e-87cc-e9b41640a044
GB08NNXA61649301059575,121488.91,Business,2f56af29-35ad-40a5-9ca8-7d0f246dc6a2
GB04ECLX01265710954923,530825.17,Savings,de4ef636-f5fe-4bfd-82de-6603d36a682a
GB45YJWN44330090042442,593317.28,Business,5e8c5279-cf2a-4f40-9fc7-ec3e2741204c
GB29HQLM40442922072913,172891.38,Checking,b77489d3-5da0-40ed-8a30-06164803d961
GB25LVUQ56659004749820,412560.14,Savings,abd630a2-d504-425c-a02a-b9238ce46f07
GB24PCRY57567409931807,181603.73,Checking,e2a9cd9d-02c0-438a-a9c8-e3c663b0bd58
GB98QNCI74721012651333,98926.08,Savings,3cef18a9-fe63-476e-924c-932070239948
GB64YBDQ69399792775165,614103.53,Checking,35001665-f9ec-4c98-b8b9-6d89f31c26f5
GB34QFTW89085261957522,143838.77,Savings,d818835e-e109-4b16-99d2-64511499e5bd
GB14RLVX71881528280809,109399.35,Savings,44ba5b99-c2b6-41ea-a1a7-f6f8ddd18f67
GB28KUIB63374465294885,474465.47,Savings,067f76b5-565d-452f-a9a3-23d2264ca7d1
GB86FKUP07535577394612,448367.53,Business,b8e95783-5d14-4d6d-8fcc-2cc960519ce7
GB77CXTS45717444757551,417806.82,Checking,27d25428-91f8-45a7-934e-ad93445f2ec5
GB84CBQV52633592524344,643982.36,Savings,689f0847-33fe-4187-bb12-9efdfca91f71
GB25URQQ60345246185289,574744.47,Savings,f2a58b45-c2ac-4800-8b3f-37fc13a60de9
GB35NTKY29500384563907,553855.57,Business,51b336e1-9975-4f00-ae81-d42a2fd8b685
GB51NQJU59553340206832,302338.73,Savings,14432a83-4be9-4763-b221-9eaec7299c71
GB95UNVU45785662283842,413040.09,Checking,bfcc0a89-ed59-409e-9e33-9ab6df65dac9
GB83MQJX12300699906605,744666.74,Business,0961873f-8b15-4363-a427-3785a53c8e31
GB10IHPP91788636847446,287452.53,Savings,5e15b7d3-b69e-4977-8bbf-4b7fa3835a7f
GB10JQTU78044389765281,811281.54,Business,f586b076-3e76-4fe1-b291-050cd64f343a
GB56UPUB63979605306444,330589.59,Checking,e94687c6-84bb-4e5b-b00a-7449c3f4725e
GB80SYIJ78667123482779,991630.44,Business,02d50c7f-c4e5-4dc9-bebf-e2d147c9ca7b
GB58IXGL95978320905127,272950.13,Business,40d7da17-68a5-42ba-a50b-272be8c35a42
GB55IMID86704679877821,238204.89,Business,f3cc92c3-7620-412f-93e1-6d182000b468
GB19EGYH21853216546463,252539.65,Checking,2d4448c9-bc3e-4c37-aa27-0b4bc64f26ce
GB17ZUUA73701707369041,641795.87,Savings,0e739829-0cba-4ee7-8b4b-2345d8a7c101
GB82EJYR73136081496914,187590.41,Savings,7a17d2c0-abbf-4bc4-b2fb-04e24df67b2b
GB94GTFP99406849081319,734767.88,Savings,35bad3cc-4469-41b3-a9f6-24ccaac601e9
GB72WJNB12801059591834,973387.49,Savings,88567540-fb6a-443b-9880-59c1c373f6a5
GB48BDFA23074718083277,567741.82,Savings,def230e8-1ea1-4a42-a7ec-e2b9761a9b59
GB50DJAK10871899986571,623362.41,Business,0a80a51a-1512-4754-b8fd-96573e08d192
GB67GIFU86082012817803,191515.51,Savings,e9e75018-211b-4162-a805-92620d5f2877
GB82XSKV25022059380032,696264.48,Checking,17127197-73c8-40d2-8515-a155125ec5ff
GB70UODD21670401996486,34150.76,Savings,9d2fd901-e9b4-4531-a40f-15a22a70bebf
GB34WKPU77753590102468,149976.4,Business,a9522930-8048-4db7-a774-9126c51d701a
GB34NKFG71337038511262,285536.88,Business,ed8b4049-93df-444d-9edf-8c0f752a111d
GB51BKTF55277008489253,980669.17,Checking,b13f85d1-f47f-469e-ab7b-56d9eb0ee526
GB31ZWHI63894631242084,177121.66,Business,24b186b4-3f42-469f-9e50-7f8d0529c5b2
GB92FNUU98943226455061,968298.81,Checking,3a52a23f-2d99-46ff-a026-769b9968f786
GB44NYVV62495032376413,42695.31,Checking,b99b06f9-280d-447d-bfd4-f6ca426567aa
GB70RCPY78658354156178,110211.03,Savings,5f28915d-d035-4375-bbd4-b7c2793ba3f4
GB85RXQU54437549411681,699403.97,Savings,8f0e5e3b-0fbd-4f72-bfea-43df2be93a84
GB08WKUJ24135578862746,530838.48,Checking,b98e16b2-1c76-4054-9998-ff9422498b2a
GB72PLWF33093039782284,986488.49,Checking,3cf626a2-f6fc-498a-9778-2534f560b41a
GB60NAFG88863319425029,773323.99,Savings,b787b030-1b1b-4823-85d5-3d62d0950c84
GB67VDDR64483451500691,699859.56,Savings,1c75999d-fb0b-42bb-a768-9aca44d714a4
GB92YCBT30313744306377,151955.88,Business,eac03fc1-1576-404e-9836-50349ce65c0c
GB90EGUJ09018535242791,159746.0,Business,2ccba54e-8651-40ad-a70c-8422c9281853
GB13MOJX05650401959150,832023.15,Business,2d288d50-7cc1-4849-8e4e-c3f621d692e9
GB37JAQI67607630357531,885466.15,Checking,2e6a27f9-c2c2-4605-b758-8bf757f4c4f9
GB93MNEG68517454449022,929747.38,Checking,30814715-439b-4893-aa4a-ad627cff4694
GB25YCYA23435603438123,753238.68,Business,561d5911-6299-45bb-b3b0-2b9ad83ebf91
GB47CPHN94860898342154,255701.78,Business,3e0ee2b6-17df-42bc-b01c-11d7e704ad7c
GB47TUAK93749119280461,432575.17,Business,673a2a3b-d0f4-4aca-9bf4-0720018c2cd0
GB46JAVP52933204001575,338335.05,Checking,eec87f6c-a3c8-474f-8b97-1387c8aeea60
GB77KRNY51471140598839,760657.64,Business,8a343d03-60f6-4629-b351-4ffa5a9a601e
GB76VQZP49511654060005,363369.74,Savings,c2b18fc3-6302-4fca-8a07-0978d3876c9e
GB78PVVR42711452675155,678934.0,Savings,9162007b-4e41-4392-b3e6-2d4f46c6ed55
GB20UIMQ18487127323295,918985.79,Savings,5ed115fa-217d-4d8e-827d-3fb172a3758d
GB38MABY87888982785264,708888.75,Business,582c73e4-bbe2-4aa5-abe6-7d68f2ca70a3
GB24XIIT40958521639303,800396.26,Business,0cf302d8-4001-4f9b-86b3-1fbe5a362a4d
GB66VITP44070677680493,174379.91,Savings,5bce9877-2190-4325-b09d-795afd795be0
GB29GDFT07812409712900,219554.27,Checking,391726e5-7097-4b1e-86ed-4db09f550f43
GB13FAHA10856713086764,806502.95,Business,684141be-3e18-473b-be87-380c0f3d034d
GB55CJLE75544030047230,784135.02,Checking,4620ea8d-c098-4f36-b934-b52c80f714bb
GB56RGLS55671511741899,528541.25,Checking,d1312992-9f45-4dae-8d7b-4e331cb065cf
GB63KRBM87138963965587,518977.31,Savings,3d57ff45-4eb0-470b-b405-16ec73e11918
GB68JAVF63813176035871,799738.38,Checking,dcc1dfa0-ef0e-4bfa-8357-c896a608b8de
GB13IYXI01903431803864,710456.78,Savings,069ee97e-da0f-4a0a-9726-336ce411dfff
GB55KTQY64462487761333,491684.19,Savings,b105917c-b6bb-4f95-8559-34f2bb4c9b9b
GB54WNGK55854814883060,385521.81,Savings,312a80ce-7abe-4154-99ac-3faad7f1ccce
GB22GNUR92869037938753,491429.76,Business,93ff1645-83d7-410e-a2fb-7038d3536c1f
GB53RBDS15949691324443,17160.01,Savings,cf388985-29ba-4a7d-b449-6cdf95cdee46
GB40HNPB63225017704410,640158.97,Checking,486b2df3-7c20-4243-894e-2a2efd31b1ee
GB59TAQI51975994591721,746982.95,Savings,642ac8c5-d4ec-4c8e-9212-c3f54d270ee0
GB65GTDV57478904050035,202160.09,Savings,140f5fca-0ec3-45a4-9d89-6e476c4811c6
GB96UTLP21673565315470,92220.74,Business,a6c5fe62-e7e8-424f-a01b-46d3bccb8b6c
GB88SEIO01125950159537,554580.84,Savings,46d5cfda-6bd1-4843-a99b-a73bbe842d01
GB53TXVF43473521420535,951752.86,Checking,dbc107b0-f6cd-4e70-8630-c244567f8757
GB07YSEM79222112003306,594504.53,Checking,cf25c285-06f4-434f-b52c-f9a35eb513e6
GB76WSMF37345705165964,85111.85,Savings,6e89632a-4c01-4409-8d29-7b9df9e3621e
GB78VHQM47823290653962,767918.06,Checking,b2beb334-64f8-41fe-83ae-baacd4cfe22a
GB49UEPE76761289845048,272304.58,Checking,54669451-1c3b-477b-b051-cab8511eec2d
GB53DQMT77287032225502,699704.18,Checking,9703cf8d-ee20-4f92-85cc-4620bd349c45
GB17SMON01755381351025,489834.97,Savings,aa403bc2-fc90-4f1e-b9a6-81bb9744c13b
GB63UIVJ24991550300655,796326.8,Savings,4f70a802-c472-49cb-ae5a-7e448796908c
GB56WHOI21245056999178,287815.26,Business,c3a7d0bf-1427-418a-bb3a-d9d2f1677851
GB10VJVO15108597875331,781183.53,Checking,21a7808d-25a2-49fa-99de-97345b22d9c3
GB69PSFM32589965322803,45861.75,Business,c17b89fa-c38b-4385-b5a3-cb369604de78
GB04UVFA33769276545833,365304.5,Business,7ead411b-6582-4d31-b228-0a3b183cd9ff
GB28RYOZ18134871584083,31539.65,Business,2fa93e7b-679b-49bf-a300-96b097c4e46f
GB13GTXS72762811761250,478651.01,Business,12ad195a-5da2-44a5-a29f-8db32910575a
GB71CGWS60203396943363,400640.06,Savings,05b302d2-8e3c-4bfd-8a64-53e1ee0341a0
GB08KVAX82411355123655,658072.61,Business,556e23bc-d4ad-4692-b2ed-592a6827eb40
GB02HXXI96257970199762,875931.43,Checking,c855e843-188d-4ff7-9a9d-1bb26fce6949
GB23GXUP22379506315627,107882.42,Savings,03fff9b1-5ebb-4c67-a384-22e52ce495ad
GB06HZLP13885815749662,751429.78,Checking,475ea5fb-c6e5-411b-a542-f3ddc5fef518
GB52ORRV30276491925747,500414.32,Checking,eca73c72-818c-47a7-9715-2994f8ed6333
GB52DPLO00034562673964,369253.49,Business,12aa459b-e5b9-4bbe-8a61-8d081bbd9e09
GB43KGVS60551720319813,923902.2,Business,e6a11298-5be1-4e8a-aaf3-b631b4604537
GB26FCNK92628257749374,333913.71,Savings,06fda263-410e-4dce-8266-868089fa0477
GB50XPED82695735561220,344035.2,Business,2857fe24-9420-4852-8689-8bca61766dca
GB21COUC05882975283292,513625.45,Checking,48ffb9dc-f8de-4c42-9f2a-24e044c7b848
GB43LYIX44569279561246,748873.96,Business,9ff41b5e-b849-4782-99ec-20d21ebcf976
GB53KLRQ48342997936010,936724.75,Savings,f68d92c2-8efb-41e3-baae-5a0442d29eff
GB25YNPO47909257770329,736672.12,Business,643bb97d-29c9-4120-b0df-5373e406be64
GB34PFIZ58631480238149,504745.57,Business,115c771f-8f71-42dd-bd5c-6a6f563a83b5
GB67RGAV14666841035097,562461.97,Checking,eff3b478-7f1b-470d-ac26-14aa1c8c601a
GB68TOKJ33132368205834,924753.81,Business,f3d64a46-8a42-4169-ae0e-83b46f2d2ec2
GB66NAUA17608550944586,382345.93,Savings,7cfcd01a-bcec-47a7-b331-3e8ae5b11dd0
GB94WTCL77135768515776,426617.42,Business,00353ffb-f097-4d09-8849-b9b76eed1190
GB72PYMD79115233616815,406905.82,Checking,49225cfe-8913-4147-b02b-d0c1f5afbf95
GB97NZBD18423714221402,458075.93,Savings,132a7458-3478-4d66-92fd-991b84639b58
GB42OCIN08623030336741,375941.24,Business,0d66ff8f-4c3b-4a08-8f3e-4f0b2c55b757
GB32WMMR42251242589210,305696.28,Business,e5a6cb5b-0115-4bb3-bb9d-2e6899af61a5
GB52BMWT49356162488860,702717.49,Business,c38a8250-f4e9-4e6e-b19b-0af34fa19dea
GB43OJLU43523911255012,74744.87,Business,fb2d787d-4110-4507-acda-93f86487ac1f
GB60NUCL34106236189815,721596.02,Savings,f5aa453c-c3c9-44a0-a6b8-a078108b40be
GB94BTTJ13329134307662,581577.95,Business,ac9575d7-ad38-4b4b-b308-3a21a175afe4
GB66DJII60621540496798,78365.76,Checking,e28fb503-2f6f-4fc7-8c1f-1ac85664edac
GB23GSGY61927601331631,307573.71,Business,ae84a1f3-8517-4771-b41f-6253dfcaff00
GB59JRAU76921180412195,954505.17,Checking,4d96eb53-55d3-47f7-9f26-707361cc16d2
GB67KPTN89264907619630,807972.07,Business,3e28a027-30fe-46bb-b638-b33093d2b3ec
GB98TAYY14925518259302,402208.85,Savings,20e5e5c8-9d28-4b20-8584-2d8cf7dda9e8
GB25AGQT42509234269741,177805.85,Savings,377650ae-0415-4008-9e23-e2a5ef9d61e0
GB85BYSO80556217954437,545787.96,Savings,bc98d640-4541-4aad-a0cb-f159ecd3c154
GB03SFOU53832810377893,818888.65,Business,5731f97f-05db-4f6c-8650-a8d70e5ae67d
GB61RYTR55160379360965,554897.79,Business,868a144e-9a65-4dc4-a896-f40e5e2f8543
GB97NOAZ33913592210556,831321.11,Savings,4ca1b861-a544-42ce-a040-85d264801ed7
GB74ASTW62285054414722,206568.25,Business,7cdf5e38-6037-48c3-9ce7-acc655015921
GB22VQII34476773973802,613535.55,Business,80ded9d4-a13a-404e-9d18-fa4b04a8ba5a
GB94DRIO19873320041211,440899.08,Checking,1d2d58fd-62f6-459d-b92f-f65d56b02dd4
GB24TMVD92633272720123,899477.12,Checking,afed4499-1c9e-4c1d-84a2-1608a1a0fd16
GB35VGTU43933992647241,717295.75,Savings,421b6769-36bb-4f10-9ca0-e76d09ddfc41
GB12RTXG84132716440330,194842.81,Checking,ceb20e71-61b9-4b23-be8d-8fd542b847f0
GB41DYQC28533255234191,2463.46,Savings,f199ed1a-cdc0-4d20-b7cf-a7c41407993d
GB48SJSB19766263299199,888139.82,Savings,d7dcf85a-2252-4a55-bb1d-29e62b699322
GB41CRZQ39455294319802,751506.41,Business,da3b6393-0ea8-45e4-ad97-fde946b4a5de
GB85PCKL25977806776271,286667.05,Savings,6e9698cd-c112-45c6-9cc3-2a79ebcb537d
GB35ESEW25723089286063,557870.28,Savings,5dada23d-af45-425f-9913-79a62bd5151c
GB11CJXP23092098967546,548489.98,Checking,5a007a73-f6d6-485f-a37e-1ed8d4e52d29
GB25CFGL29896321492939,820039.73,Checking,af2cabe9-ac7d-40fb-a8d6-8cfce8bc969c
GB35DKTD04270977388623,279864.12,Savings,b6412672-0d7a-4cfb-96ee-f5550d0d2245
GB69CUXK55058247763732,499892.11,Checking,96fd73f5-7df2-481b-9089-443135d7e4ba
GB24YFGF53997918076029,942011.59,Checking,96372fb6-81ac-45c0-99cd-f18b156371a8
GB48HAHX21818628695608,762529.61,Business,1da51255-36db-49c3-9818-8ab9b08768c2
GB36HPBD88072234106997,279485.11,Business,0846e836-a015-458b-bc5b-12dd8b3c0306
GB42ZHKO74422575090753,373566.55,Business,14e59591-2ed3-4fc2-bf1e-cacdecd8c5a0
GB05GBEY72755306717977,940067.16,Business,d3e49501-c281-4753-a2d9-53dbaed622e2
GB19GGMT80150421859438,850312.41,Business,0a9431ec-94ea-4bea-adc7-617514a4b66b
GB71QDHD20921542074661,12874.92,Business,1a98de63-f512-43d4-8525-ddc81238741c
GB56TCEB09897441353114,746573.84,Business,5f89bb0c-aa85-4d61-95de-a8724b29483d
GB51DFXL88482368957683,277068.86,Business,794a5fb0-2ac7-4e3d-8248-5f432e01b538
GB48UFSZ27367188016508,359630.82,Business,701374e6-cd2d-473d-8f49-202e34dc457b
GB55IYQS96083609228569,863381.65,Savings,ea90ef02-0dd6-429a-af42-95ca8ab7744d
GB37PQYO86307441057644,861806.64,Checking,f12b44e7-fa74-4a70-b0d3-6628217ee40f
GB57PIDN24187602289649,475388.47,Savings,a945a26b-4401-49c7-8338-a918cb335524
GB92DEKK89553033297987,660638.78,Savings,c372fe0c-092a-4cb0-8873-8236c19b6b16
GB56RBQZ99095057707091,548718.35,Savings,69ff6d9a-6d48-4d02-825b-a41119367544
GB27MPUI61462730477070,388700.03,Checking,af3dde04-9d80-44f5-aa7d-621195f39800
GB57LPKP93040278368623,2102.75,Business,ed2edf2e-1da7-4e7e-b9a9-d1b441c2859c
GB22SSQB74863038753171,691383.72,Checking,74581a4c-6dee-4818-8c89-c75895c631af
GB82IOWU49670875181880,1025.63,Savings,94865721-c569-4fdb-be66-26f758215320
GB68LQZS23432264769756,365283.53,Savings,e56d6991-cc2f-49d9-a5cc-2a9d2b94f118
GB02EZZI53691883156054,669132.07,Checking,d066124b-74b7-48f7-9d7b-29ce3d0d5e6c
GB20XPYL58579214336322,440432.5,Checking,b141713c-10aa-43f0-9392-89a4570de7e7
GB89FAHP44781207480032,537345.37,Savings,2a3629bc-7ccd-4a92-a434-1bf8070915f5
GB19GZJK75722409644178,709210.1,Checking,e810a649-ff79-4e51-ba4a-85520459c776
GB23VISY70700036805322,1824.46,Business,31ce77aa-0404-4de3-9722-bea160b720b5
GB16YRQT17011073207736,212847.28,Savings,b8ff52c4-e967-4a87-b4ad-5957c71cafd7
GB67XHDR22262058437091,446953.38,Business,e51aef9c-bcd2-4e66-a422-4c2cf134f441
GB24RQAW77646193894339,511407.06,Checking,6fb40309-2eef-4536-95ef-50bf415beb98
GB46CIOI69211903520134,879660.7,Savings,9db6f829-b114-43d1-ba7b-0362a1afafd3
GB04QVBN92021211751020,272721.02,Savings,ba659b58-6fcc-4a28-9d4b-af463bc12ec2
GB24RBME77066391182176,448864.66,Business,465e3886-590d-4598-b255-10c94c92b7e8
GB25JXQQ63374558744612,298533.1,Savings,2550b259-8036-4838-b814-f54e9a399a96
GB04AVCV37984155740876,147695.53,Business,93f60cb9-8e40-4423-873b-3bbc7bffdce6
GB28FLDH69267923183225,265482.23,Business,42a995bb-5a64-4f8d-8efb-d5ed4d17f683
GB25OQCG46926180121733,725244.79,Checking,5fc9d679-973a-4e9b-8b2e-4e5f0ae16407
GB71KPVV10468619977850,796167.73,Business,d775e900-b1bf-418e-8552-d5c29e36293c
GB58ANBY73436604373039,831055.66,Savings,8da8a364-2814-4c4c-be00-f37bf65cf981
GB49NRXE16988708090675,14714.23,Business,07e0bfe1-4c46-44c9-b060-40616538e3a3
GB14IICR24240595426911,531745.47,Savings,23e62070-5f91-4a69-9eac-2a0415c6d841
GB55CQBY18571962644414,596271.1,Checking,87f32de1-8af2-40ef-97eb-5411ffd3730f
GB14HIGZ11603303963667,913065.15,Savings,bfd3d562-1359-4ae5-ba58-3281bbdc2f4b
GB20EGON06432970066832,633917.37,Business,816ab395-0460-4cdc-be05-307240cbafe7
GB15VNYL40938078772198,566390.59,Checking,899024a6-d769-4f25-8ef7-e9e218a8e1e8
GB62PCCD32853423744864,905255.45,Savings,ce5ee49e-2a25-4c1a-b49c-4221c89c4af2
GB29NCIN18383764382411,143815.31,Checking,a910114b-e79a-452f-b939-d30e184357ac
GB88HSAP33014422319333,769165.92,Savings,aa4e9be9-0cbe-4111-9068-dc68a6780044
GB93ZAFV32512573379230,257744.04,Checking,fcb25027-a01a-4b9c-a781-de0a7447f8bb
GB51ZBJV91982057158438,448679.17,Checking,53b81b05-d18d-4081-9d20-d9c85aae01d9
GB59XPRQ64378465880492,509500.32,Business,caeb4e72-31c6-4de0-a6e1-61ef39c11452
GB57DQIW43381502378561,494776.73,Savings,d9f299fe-d769-488f-98a9-04c3dd89b235
