CustomerID,Name,StreetAddress,City,State,ZipCode,AccountNumber,RiskScore
4af44d94-7d7f-4b93-b44a-75fc1ad6cc40,Ebony Barry,4241 Heather Groves Suite 017,Dudleyland,South Dakota,23660,GB38OMUT77120017581082,0.37
e6f61ff5-f788-42f7-b663-6ef69fec773a,Steven Gregory,37677 Barbara Point Suite 798,Sandovalchester,Maine,64073,GB86ITOB83852657522401,0.65
c4c1eac7-80a9-4867-b34e-5d72b81ba3b7,Mr. David Riley,969 Gonzalez Spur Apt. 301,Olsonfort,Florida,44415,GB63UFSA98104877135302,0.33
f1d62d7f-06a2-47e4-ac57-e89e3f10b327,Dr. Monica Rice,0882 Clark Green Suite 037,Port Elizabethfurt,Nebraska,74950,GB64LSTL41045032289365,0.88
2f04cd10-c596-47e0-ab0a-54625a9c20ec,Daniel Harper,53095 Sean Path Apt. 319,East Derek,Iowa,66272,GB49QWCO81965727921032,0.11
199b0139-9d26-47fd-b520-2cef9ff04831,Brittney Berg,338 Rivera Common,North Jeffreyfort,Missouri,79074,GB90XTCA09445210317286,0.28
c5fcb74f-3904-4173-ae5b-a8a0563dcb07,Arthur Wheeler,7712 Abigail Fields Apt. 961,West Hayleyshire,Iowa,40793,GB50UBAH42161677037557,0.29
89906125-02ba-4d53-866c-d3481a506e13,Jessica Romero,80509 Maria Lake Apt. 903,Sheaborough,Colorado,86914,GB88KAGA28346645564137,0.7
9b7abf3f-c1a8-4848-aeca-2965a1215c4b,Todd Shah,44265 Nunez Ridges Suite 109,Randallhaven,Oklahoma,82525,GB31STKP41629528188363,0.26
626a2427-d641-4f6d-9aa1-a55ef69785d6,Teresa Suarez,7071 Ford Tunnel Suite 384,North Bonniebury,New Mexico,22437,GB97VBJG23331955886612,0.65
65bb1093-2661-463f-b3f9-a9c9491029b9,Jessica Soto,566 White Land Suite 453,Lake Charles,Wyoming,76930,GB84DDZA50870450146104,0.1
7e625efc-b435-4869-bfb7-5e4a69b032ff,Tonya Smith,8053 Kyle Shoal Apt. 049,Tracyburgh,Kansas,86213,GB83CWIW49015768826369,0.97
f0cdda9a-920f-411a-82d0-631a498d4bf0,Kelly Cantrell,07078 Ortiz Forest,Smithport,Massachusetts,23975,GB27IOJN89921235193315,0.19
50a3a6fc-1615-4aa1-812f-0bdea64844d6,Jeremy Martin,84970 Cox Expressway Apt. 937,East Mason,Idaho,46639,GB94CRIE74591300281410,0.3
db12cb39-86fc-4ed6-aa31-19acb5d07477,Jimmy Valencia,540 Angela Plains,Kevinbury,South Carolina,49811,GB52NJKI08308393200873,0.76
bcae512e-eea6-4fb8-bf44-17929fc88015,Brian Chavez,7211 Fowler Locks Suite 160,South Stevenchester,Indiana,85401,GB85YXJH18547732208987,0.32
7e2a999a-8a1f-4ee3-9fe6-88633bcd408d,Scott Hill,0132 Anderson Loop Apt. 439,East Philip,Alabama,30390,GB08UHZQ98229772689615,0.26
ee0477bd-9415-4a38-8c36-07b6a64b9fc7,Melissa Cruz,74548 Moore Point,North Karenchester,New Hampshire,54877,GB96UMZL67972556086613,0.89
faa08de1-c691-4ded-8c78-b67f6631b44f,Michelle Garcia,55437 Huerta Pines Apt. 899,New Raymondberg,Iowa,15852,GB64PGZT19024750691492,0.05
0c3ddfdf-758d-445f-9137-0b5f03f2945d,Matthew Delacruz,999 Jose Turnpike,North Natalieland,Delaware,93092,GB17VGPP99165219758221,0.83
ae91d55c-8014-4c9c-a6f2-c3a469bdaff5,Ronald Dixon,2600 Ashley Run Apt. 872,Pattonview,Mississippi,57064,GB03BEHV20008442392531,0.34
d8aba75c-6902-4e45-a3f7-c6b8a820fefd,Mr. Jeffrey Jacobs,0478 Payne Radial,South Joshua,Delaware,42966,GB19OOUA52953856630886,0.35
07b87171-b41d-43a2-9432-078d609cce16,Norma Thompson,1523 Jones Points Apt. 269,Lukefort,Tennessee,28016,GB03HRYE21521300833704,0.43
2cabe09b-2f42-4548-9eb6-ca0bf6cc26ae,Leonard Reese,31348 Michelle Rest Apt. 570,Lake Samantha,Arizona,86268,GB07YLAQ67979423946250,0.8
c8edcba6-e6fe-4f92-bef6-2d6e9115c905,Richard Young,765 James Estate Apt. 493,South Thomas,Arkansas,36895,GB02IVFR27335977846844,0.02
94373a82-7e40-418a-a189-3877eef3a25a,John Chang,752 Olson Road,North Tinaberg,Ohio,48217,GB20PRFY86961747489828,0.62
9d7ff3fe-9432-44d6-9ba6-14056fca1432,Richard Mosley,261 Jason Burg Suite 512,Goldenton,Missouri,02324,GB92IXWA56787051607667,0.53
0d036c8b-c793-42aa-baf0-fa34cd81525a,Jasmine Green,3592 Meghan Trail Suite 424,North Michaelport,Louisiana,36757,GB11TOOZ75998802590272,0.23
fedb91ce-9e3f-4d70-a4a2-246084e6fd5a,Lisa Mitchell,704 Juan Parkways,West Joshua,Delaware,52657,GB43EZAS93125912500948,0.67
ffcf3467-0b59-4ec8-a86e-e94568bd7863,Andrea Evans,9039 Jason Cape Apt. 745,Roweview,Kentucky,29535,GB83FFQK42410661217376,0.97
d6ed7f0b-a857-4c05-9f6c-2e2dc7414cd8,Katherine Lopez,55808 Becker Greens,West Margaretburgh,New York,02743,GB93JUOE95365983473723,0.17
fedd6c6a-42b6-43a0-b594-6ddab4413a8c,Jodi Li,74223 Jimenez Expressway,Williamston,Wyoming,74817,GB46KXMU19335114468323,0.28
bd6db9f5-5380-4243-ae74-b5563093ddab,Keith Olson,14123 Gabriel Via Apt. 092,Lake Robert,North Dakota,88259,GB49APUO67141498533007,0.61
04e489c5-3f65-4598-8309-cb704d017f0b,Carla Navarro,965 Thomas Burg Suite 466,South Marcusmouth,Tennessee,77877,GB36QINF31551432724330,0.31
a8d647d4-7cc0-4a0f-9662-9209477e377b,Fred Black,349 Bruce Course,North Robert,Idaho,11852,GB68HLZW23057710000324,0.95
7ae1d327-a7ae-4a26-9669-a7dfbb4d4c1f,Joshua Strickland,5445 Alyssa Field,South Alanstad,Oregon,99151,GB61CVOU19050811875692,0.6
5f64cf16-0cd1-449a-b463-79f452e0814a,Michael Short,68073 Ross Dale Apt. 829,South Stephentown,New Hampshire,34236,GB31BRXU56434064213327,0.24
f8470737-396b-4e29-b476-20e9765457db,Nancy Farrell,53090 Jones Islands Apt. 200,East Amy,Illinois,05113,GB31NXLA09093875230309,0.54
ef568e97-1993-4609-bd94-5fa8d4e2bbda,Mario Fowler,7368 Drake Rapids,Ashleyside,Utah,16886,GB86WQAD08211078624792,0.39
6b0ce705-5cc9-4028-9916-b5b0e2b0000c,Sheryl Meyer,523 Carlson Flat Apt. 760,Terrihaven,South Dakota,33441,GB05NOVE84262983983858,0.63
d9a0a0b1-fe89-41f9-a941-e4eea2c7db50,Clinton Vaughn,77217 Matthew Path Apt. 429,Port Victoria,Wyoming,45852,GB53QISX23627876136288,0.82
ddd598f4-4294-41bc-9b71-7aaea028b5ea,Brian Bridges,950 Jennifer Tunnel,West James,Wisconsin,80026,GB11QOHO48518661238759,0.96
fd4502ce-ad22-45b4-84ef-f8715e173b76,Austin Herman,98000 Kevin Dam Suite 701,East Erikafurt,West Virginia,10393,GB77RFOF71398321365106,0.57
6a419333-d85a-4cce-9244-ac43dd2ef205,Eddie Ashley,0036 Tiffany Brooks,North Morganstad,Wyoming,70798,GB85AFVD06743160080054,0.41
38f2b9f3-b7f9-4b49-97b6-996cfcb15527,Rachel Cooper,2927 Donna Divide,Alitown,Massachusetts,27130,GB86JFAS92077688375265,0.47
1acc8f19-2526-4448-9db4-bef149f26c1b,Jeffrey Walker,041 King Route,Port Danielview,Oregon,78627,GB58EUQH01969017595067,0.22
777cad32-a75c-480f-9496-72994a5f30a2,Diana Farrell,82211 Calvin Mission Apt. 195,Schneiderview,New Mexico,95166,GB62PZZV02266600465049,0.85
937ad9e3-bfcb-4186-89d4-e701275891ba,Stephanie Bond,7010 Pena Passage,Lake Sandra,Arizona,73221,GB37FJJD39450032259161,0.21
a7bdb210-75f2-4a32-81f4-69d1f20dcf68,Christopher Carlson,17070 Michael Expressway,Port Michelle,Oregon,06534,GB58LBDR95024112482872,0.37
7d54c4c9-7087-4303-9853-ebdcb0f68546,Kimberly Romero,562 Heather Street Suite 426,South Cathyport,Texas,82976,GB82BEZB98084308558907,0.57
